customerID,gender,SeniorCitizen,Partner,tenure,Contract,MonthlyCharges,TotalCharges,InternetService,TechSupport,Churn,churn_probability,risk_segment
4883-QICIH,Male,No,Yes,32,Month-to-month,69.75,2347.9,Fiber optic,No,1,0.42504386165015395,Medium Risk
3354-OADJP,Female,No,No,8,One year,54.25,447.75,DSL,Yes,0,0.12574301176441557,Low Risk
3524-WQDSG,Female,No,Yes,43,Month-to-month,99.3,4209.95,Fiber optic,No,0,0.6768670960680735,Medium Risk
0810-DHDBD,Female,No,No,52,One year,74.0,3877.65,DSL,Yes,0,0.02669258833384349,Low Risk
4026-SKKHW,Male,No,No,3,Month-to-month,50.25,152.3,DSL,Yes,0,0.3754807639181684,Low Risk
2829-HYVZP,Male,No,No,29,One year,19.8,572.2,No,No internet service,0,0.034241620377177456,Low Risk
8329-IBCTI,Female,No,No,1,Month-to-month,19.65,19.65,No,No internet service,1,0.43588415459552093,Medium Risk
1271-SJBGZ,Male,Yes,No,12,Month-to-month,43.65,526.95,DSL,Yes,1,0.4352882788262679,Medium Risk
3845-JHAMY,Female,No,Yes,16,Month-to-month,35.5,552.7,DSL,No,0,0.4195932611194995,Medium Risk
7013-PSXHK,Female,No,No,40,One year,80.75,3208.65,DSL,Yes,0,0.11489481744755006,Low Risk
5669-SRAIP,Female,No,No,5,Month-to-month,39.5,210.75,DSL,No,1,0.7320502305736716,High Risk
5981-ITEMU,Male,No,Yes,40,Month-to-month,97.1,3706.95,Fiber optic,No,1,0.805812908670502,High Risk
3486-NPGST,Female,No,No,36,One year,19.55,620.75,No,No internet service,0,0.029128821992460748,Low Risk
6941-PMGEP,Female,No,No,5,Month-to-month,80.0,412.5,Fiber optic,No,1,0.7991409448405344,High Risk
1624-WOIWJ,Female,No,No,10,Month-to-month,84.7,832.05,Fiber optic,No,1,0.5132125832296064,Medium Risk
2074-GKOWZ,Male,No,Yes,2,Month-to-month,89.55,185.55,Fiber optic,No,1,0.848438324666762,High Risk
0376-YMCJC,Male,No,No,23,Month-to-month,90.6,1943.2,Fiber optic,Yes,1,0.63729298285761,Medium Risk
6100-FJZDG,Male,No,Yes,26,One year,20.05,505.9,No,No internet service,0,0.04718968201933993,Low Risk
4829-ZLJTK,Female,Yes,Yes,72,Two year,112.4,8046.85,Fiber optic,No,0,0.1607837768107503,Low Risk
1730-VFMWO,Female,No,Yes,34,Month-to-month,50.2,1815.3,DSL,Yes,0,0.20753985281040704,Low Risk
7143-BQIBA,Male,No,No,10,Month-to-month,62.25,612.95,DSL,Yes,0,0.25460753065610453,Low Risk
3800-LYTRK,Female,No,No,14,One year,55.7,795.15,DSL,Yes,0,0.05545095488413617,Low Risk
0634-SZPQA,Female,No,No,23,Month-to-month,90.05,2169.8,Fiber optic,No,1,0.6640864587367112,Medium Risk
9646-NMHXE,Male,No,Yes,47,Two year,19.65,973.1,No,No internet service,0,0.004422139575970728,Low Risk
7030-NJVDP,Male,No,Yes,24,Month-to-month,89.25,2210.2,Fiber optic,Yes,0,0.25008173671936385,Low Risk
5536-RTPWK,Male,No,Yes,49,Month-to-month,99.05,4853.75,Fiber optic,No,1,0.6360206172857458,Medium Risk
8883-GRDWQ,Male,Yes,No,20,One year,54.0,1055.9,DSL,Yes,0,0.02830094542759186,Low Risk
6166-ILMNY,Female,No,No,2,Month-to-month,69.75,144.55,Fiber optic,No,1,0.8959159712002929,High Risk
3097-NNSPB,Female,No,No,2,Month-to-month,49.05,91.1,DSL,No,1,0.5244751801148498,Medium Risk
7771-ZONAT,Male,No,No,22,Two year,56.75,1304.85,DSL,Yes,0,0.16636123907329542,Low Risk
0655-RBDUG,Male,No,No,7,Month-to-month,98.05,713.0,Fiber optic,No,1,0.8156178773358153,High Risk
2111-DWYHN,Male,No,No,1,Month-to-month,21.1,21.1,No,No internet service,0,0.4215918155074549,Medium Risk
4194-WHFCB,Female,No,Yes,59,Month-to-month,96.65,5580.8,Fiber optic,Yes,0,0.43690555565833294,Medium Risk
4121-AGSIN,Female,No,Yes,58,One year,24.5,1497.9,No,No internet service,0,0.007488547961768803,Low Risk
4361-BKAXE,Female,No,No,41,Month-to-month,114.5,4527.45,Fiber optic,Yes,1,0.5327814869979144,Medium Risk
9845-PEEKO,Female,Yes,No,59,Two year,79.2,4590.35,Fiber optic,No,0,0.056678021955382483,Low Risk
0455-XFASS,Female,No,Yes,3,Month-to-month,69.55,200.2,Fiber optic,No,0,0.742205741670452,High Risk
0301-KOBTQ,Male,No,No,32,Two year,20.05,614.45,No,No internet service,0,0.030464726059928456,Low Risk
1751-NCDLI,Male,Yes,Yes,46,Month-to-month,98.85,4564.9,Fiber optic,No,0,0.5922057893917053,Medium Risk
9878-TNQGW,Male,No,No,2,Month-to-month,80.95,171.15,Fiber optic,No,1,0.8629914123925156,High Risk
9170-ARBTB,Female,No,Yes,52,One year,19.6,1012.4,No,No internet service,0,0.006441269133052884,Low Risk
4441-NIHPT,Female,Yes,No,13,Month-to-month,74.3,940.35,Fiber optic,No,1,0.6349319183844423,Medium Risk
8999-BOHSE,Female,Yes,No,11,Month-to-month,89.7,1047.7,Fiber optic,No,1,0.7882742279932285,High Risk
7241-AJHFS,Male,No,No,32,Month-to-month,87.65,2766.4,Fiber optic,Yes,0,0.46027958131961977,Medium Risk
7029-RPUAV,Male,Yes,Yes,17,Month-to-month,100.45,1622.45,Fiber optic,No,1,0.6443965755967832,Medium Risk
4546-FOKWR,Female,No,No,16,Month-to-month,74.75,1129.35,Fiber optic,No,0,0.6488340951550303,Medium Risk
9036-CSKBW,Female,No,No,51,One year,107.45,5680.9,Fiber optic,No,0,0.26829502900376184,Low Risk
5832-TRLPB,Male,No,No,29,One year,75.35,2243.9,DSL,Yes,0,0.15018496223655736,Low Risk
8590-YFFQO,Male,No,Yes,70,Two year,64.95,4523.25,DSL,Yes,0,0.0020571085839907167,Low Risk
8659-IOOPU,Female,No,Yes,71,Two year,100.45,7159.7,Fiber optic,Yes,0,0.04161072005762758,Low Risk
1338-CECEE,Male,No,Yes,41,One year,68.5,2839.95,DSL,No,0,0.06814883717295148,Low Risk
7439-DKZTW,Male,No,No,1,Month-to-month,80.55,80.55,Fiber optic,No,0,0.9282889751225836,High Risk
4646-QZXTF,Female,No,Yes,7,Month-to-month,81.25,580.1,DSL,Yes,0,0.3716626447262749,Low Risk
4607-CHPCA,Male,No,Yes,25,One year,90.4,2178.6,Fiber optic,No,1,0.29750531122559876,Low Risk
9742-XOKTS,Male,No,Yes,67,One year,89.55,6038.55,Fiber optic,Yes,0,0.02985731190344768,Low Risk
6921-OZMFH,Male,No,Yes,5,Month-to-month,55.7,259.4,DSL,Yes,0,0.28229383708852746,Low Risk
9578-FOMUK,Male,No,No,15,Month-to-month,24.8,324.15,No,No internet service,0,0.2498442294654722,Low Risk
4712-UYOOI,Female,No,Yes,20,Month-to-month,20.0,417.65,No,No internet service,0,0.1392991049796243,Low Risk
8824-RWFXJ,Male,No,Yes,3,Month-to-month,56.15,168.15,DSL,No,1,0.27742884556206876,Low Risk
7722-CVFXN,Male,No,Yes,54,One year,105.2,5637.85,Fiber optic,Yes,0,0.16111325783407368,Low Risk
8717-VCTXJ,Male,No,No,42,One year,19.55,839.4,No,No internet service,0,0.01712300602151855,Low Risk
7363-QTBIW,Female,No,Yes,9,Month-to-month,79.75,769.1,Fiber optic,No,0,0.6716655038400347,Medium Risk
4159-NAAIX,Female,No,No,63,Two year,97.45,6253.0,Fiber optic,No,0,0.2135671037707,Low Risk
0971-QIFJK,Female,No,Yes,69,Two year,24.25,1641.8,No,No internet service,0,0.006161725828784058,Low Risk
9397-TZSHA,Female,No,No,69,Two year,24.6,1678.05,No,No internet service,0,0.0036425864697233437,Low Risk
3391-JSQEW,Male,No,Yes,40,Month-to-month,50.15,2058.5,DSL,No,0,0.09046902572513807,Low Risk
0343-QLUZP,Male,No,No,60,Two year,39.6,2424.5,DSL,No,0,0.011941894108592059,Low Risk
9763-PDTKK,Female,No,No,4,Month-to-month,94.4,387.2,Fiber optic,Yes,1,0.6237931149853895,Medium Risk
2176-LVPNX,Female,Yes,No,71,Two year,89.85,6293.45,DSL,Yes,0,0.011890541065370101,Low Risk
7627-JKIAZ,Female,No,Yes,37,Month-to-month,78.95,2839.65,Fiber optic,No,1,0.41338569520069013,Medium Risk
3312-UUMZW,Male,No,Yes,32,Month-to-month,98.85,3145.9,Fiber optic,No,0,0.4695395354794111,Medium Risk
1271-UODNO,Male,No,No,39,Two year,53.85,2200.7,DSL,Yes,0,0.018220026781648843,Low Risk
8461-EFQYM,Female,No,No,38,One year,24.25,914.4,No,No internet service,0,0.056253479818667435,Low Risk
6900-RBKER,Male,No,No,52,Two year,89.45,4577.75,Fiber optic,No,0,0.10997930772374846,Low Risk
6891-JPYFF,Female,No,Yes,48,Month-to-month,105.25,4997.5,Fiber optic,No,0,0.3044475124923737,Low Risk
1459-QNFQT,Male,No,Yes,70,Two year,59.5,4144.8,DSL,Yes,0,0.010518510840698343,Low Risk
1047-NNCBF,Male,No,No,20,Month-to-month,70.55,1493.55,Fiber optic,No,0,0.4262695904802038,Medium Risk
3696-XRIEN,Female,No,No,50,One year,82.5,4179.1,DSL,Yes,0,0.036782325434425035,Low Risk
4081-DYXAV,Female,No,No,19,One year,44.85,893.55,DSL,No,1,0.3154906953223481,Low Risk
0074-HDKDG,Male,No,Yes,25,One year,61.6,1611.0,DSL,No,0,0.043015608649762095,Low Risk
8791-GFXLZ,Male,No,No,12,Month-to-month,49.05,593.05,DSL,No,0,0.4127912602452535,Medium Risk
8111-SLLHI,Male,Yes,Yes,39,Month-to-month,105.65,4284.8,Fiber optic,No,1,0.5694291213213366,Medium Risk
0927-LCSMG,Male,No,No,7,Month-to-month,74.65,544.55,Fiber optic,No,1,0.5087745119304933,Medium Risk
9330-DHBFL,Female,No,Yes,23,One year,66.25,1533.8,DSL,Yes,0,0.016415576938760997,Low Risk
0098-BOWSO,Male,No,No,27,Month-to-month,19.4,529.8,No,No internet service,0,0.1483270009383174,Low Risk
3452-ABWRL,Male,Yes,No,47,Month-to-month,86.05,3865.6,Fiber optic,No,0,0.5269372292058672,Medium Risk
5859-HZYLF,Male,No,Yes,26,Two year,19.15,515.75,No,No internet service,0,0.008363791602587,Low Risk
8257-RZAHR,Female,No,Yes,14,Month-to-month,64.7,941.0,DSL,No,1,0.46872142351685464,Medium Risk
5293-WXJAK,Female,Yes,Yes,11,Month-to-month,104.05,1133.65,Fiber optic,Yes,1,0.7221079448257086,High Risk
3156-QLHBO,Male,No,No,2,Month-to-month,19.25,48.35,No,No internet service,0,0.2082168222882572,Low Risk
2208-NQBCT,Female,No,Yes,26,Month-to-month,81.95,2070.05,Fiber optic,No,0,0.2608184977580904,Low Risk
1779-PWPMG,Female,Yes,Yes,72,Two year,114.65,8333.95,Fiber optic,Yes,0,0.10867027233899673,Low Risk
6621-NRZAK,Female,No,Yes,63,Two year,20.0,1209.25,No,No internet service,0,0.001733595179730159,Low Risk
0831-JNISG,Male,No,Yes,71,Two year,19.8,1396.25,No,No internet service,0,0.0008714549704007178,Low Risk
0774-IFUVM,Male,No,Yes,11,Month-to-month,65.15,723.35,DSL,No,0,0.35875956122999597,Low Risk
3082-WQRVY,Male,Yes,Yes,14,One year,19.65,228.65,No,No internet service,0,0.05485601264503726,Low Risk
9553-DLCLU,Female,No,No,13,Two year,88.95,1161.75,DSL,Yes,0,0.016943859369640848,Low Risk
1641-BYBTK,Male,No,No,6,Month-to-month,20.2,98.35,No,No internet service,0,0.22353306114133045,Low Risk
2460-NGXBJ,Male,Yes,Yes,11,Month-to-month,75.2,775.3,Fiber optic,No,0,0.46608182277420596,Medium Risk
2446-ZKVAF,Male,No,Yes,18,Month-to-month,56.8,1074.65,DSL,No,0,0.2414207928229173,Low Risk
0841-NULXI,Male,No,No,1,Month-to-month,35.55,35.55,DSL,No,1,0.8618635221618307,High Risk
3522-CDKHF,Female,No,Yes,32,Month-to-month,75.5,2324.7,Fiber optic,No,0,0.4655181704514208,Medium Risk
1430-SFQSA,Male,No,No,29,One year,35.6,1072.6,DSL,Yes,0,0.04034423497190386,Low Risk
0411-EZJZE,Female,No,No,3,Month-to-month,60.25,170.5,DSL,No,0,0.8098509402770118,High Risk
7851-WZEKY,Female,No,No,2,Month-to-month,95.15,196.9,Fiber optic,No,1,0.9357854325989928,High Risk
8844-TONUD,Male,No,Yes,13,Month-to-month,96.65,1162.85,Fiber optic,No,1,0.5637252339210985,Medium Risk
8807-ARQET,Female,No,No,41,Month-to-month,40.35,1677.85,DSL,No,0,0.3387555708278483,Low Risk
8992-CEUEN,Female,No,No,1,Month-to-month,18.85,18.85,No,No internet service,0,0.5202185169462348,Medium Risk
4320-QMLLA,Male,No,No,7,Month-to-month,54.85,370.4,DSL,No,0,0.4652865767947718,Medium Risk
8777-PVYGU,Female,No,Yes,52,One year,64.3,3410.6,DSL,No,0,0.02936841437858537,Low Risk
8292-ITGYJ,Female,No,Yes,45,Two year,24.65,1138.8,No,No internet service,0,0.014042976844985879,Low Risk
6870-ZWMNX,Male,No,Yes,70,Two year,76.1,5264.25,DSL,Yes,0,0.009590157267237746,Low Risk
0621-CXBKL,Female,No,No,53,Two year,18.7,1005.7,No,No internet service,0,0.004633622858706122,Low Risk
5268-DSMNQ,Female,Yes,Yes,62,One year,97.95,5936.55,Fiber optic,No,0,0.23895437081751666,Low Risk
5334-JLAXU,Female,No,Yes,60,Month-to-month,94.1,5475.9,Fiber optic,No,0,0.24977690629797836,Low Risk
4086-YQSNZ,Female,Yes,Yes,3,Month-to-month,80.4,224.05,Fiber optic,No,1,0.8506157513836085,High Risk
6242-MBHPK,Female,Yes,Yes,23,Month-to-month,95.1,2326.05,Fiber optic,No,0,0.48379961484905293,Medium Risk
5868-CZJDR,Male,No,No,1,Month-to-month,31.35,31.35,DSL,No,1,0.5924731911352864,Medium Risk
9359-UGBTK,Female,No,No,67,One year,72.35,4991.5,DSL,Yes,0,0.04709114064153716,Low Risk
0135-NMXAP,Female,No,No,12,Month-to-month,89.75,1052.4,Fiber optic,No,1,0.8004961541754307,High Risk
4782-OSFXZ,Female,Yes,Yes,71,Two year,82.7,5831.2,DSL,Yes,0,0.019367871720645937,Low Risk
6479-OAUSD,Male,No,No,25,One year,19.9,510.8,No,No internet service,0,0.03872424953566897,Low Risk
7129-ACFOG,Female,No,No,5,Month-to-month,53.8,283.95,DSL,No,0,0.4633991421784824,Medium Risk
4189-NAKJS,Male,No,No,26,One year,51.55,1295.4,DSL,No,0,0.1445831875942878,Low Risk
5562-BETPV,Male,No,Yes,1,One year,19.65,19.65,No,No internet service,0,0.09297912284957584,Low Risk
1282-IHQAC,Male,Yes,No,70,One year,44.05,3011.65,DSL,No,0,0.022009035183019186,Low Risk
9127-FHJBZ,Male,No,Yes,72,Two year,114.0,8093.15,Fiber optic,Yes,0,0.04075849251131794,Low Risk
6270-OMFIW,Male,No,Yes,60,One year,94.4,5610.25,Fiber optic,No,1,0.20799999360380184,Low Risk
1641-RQDAY,Female,Yes,Yes,32,Month-to-month,100.4,3217.65,Fiber optic,No,0,0.5553329021143009,Medium Risk
0107-WESLM,Male,No,No,1,Month-to-month,19.85,19.85,No,No internet service,1,0.5091368464255809,Medium Risk
6994-ORCWG,Female,No,No,14,One year,54.25,773.2,DSL,No,0,0.14263779049125477,Low Risk
1346-UFHAX,Female,No,No,13,Month-to-month,80.0,1029.35,Fiber optic,No,0,0.4928442702151252,Medium Risk
3992-YWPKO,Female,No,No,6,Month-to-month,109.9,669.45,Fiber optic,Yes,1,0.5950681232457844,Medium Risk
2933-XEUJM,Female,No,No,46,Two year,79.2,3593.8,DSL,No,0,0.0335227078084193,Low Risk
0125-LZQXK,Male,No,No,15,Month-to-month,101.35,1553.95,Fiber optic,Yes,1,0.6044224273384199,Medium Risk
5461-QKNTN,Male,Yes,Yes,43,Month-to-month,94.3,3953.15,Fiber optic,Yes,0,0.34717770559709193,Low Risk
4835-YSJMR,Male,No,No,39,Two year,49.8,1971.15,DSL,Yes,0,0.03288107497422642,Low Risk
8399-YNDCH,Male,Yes,No,21,Month-to-month,60.05,1236.15,DSL,No,1,0.4850163555870568,Medium Risk
3164-YAXFY,Male,No,No,57,Month-to-month,53.75,3196.0,DSL,No,0,0.1726053140633614,Low Risk
0887-WBJVH,Female,No,Yes,53,One year,93.45,4872.2,Fiber optic,Yes,0,0.21062464623372423,Low Risk
4660-IRIBM,Male,No,Yes,18,Month-to-month,87.9,1500.5,Fiber optic,No,0,0.20921154046077434,Low Risk
5673-FSSMF,Female,No,No,1,Month-to-month,60.15,60.15,DSL,No,1,0.882343179658151,High Risk
7670-ZBPOQ,Female,No,Yes,58,One year,61.05,3478.75,DSL,Yes,0,0.04230525584437211,Low Risk
8089-UZWLX,Female,Yes,No,71,Two year,104.05,7413.55,Fiber optic,No,0,0.45693084839139925,Medium Risk
0080-OROZO,Female,No,No,35,One year,99.25,3532.0,Fiber optic,Yes,0,0.2885057148107367,Low Risk
3916-NRPAP,Male,No,No,3,Month-to-month,85.7,256.75,Fiber optic,No,0,0.7361879480842498,High Risk
6807-SIWJI,Male,No,No,38,One year,104.85,3887.25,Fiber optic,No,0,0.2615170215878646,Low Risk
8221-HVAYI,Male,No,Yes,35,Two year,69.15,2490.15,DSL,Yes,0,0.004286308395783632,Low Risk
1579-KLYDT,Male,No,No,7,Month-to-month,90.45,593.45,Fiber optic,No,1,0.8189195454465003,High Risk
5232-NXPAY,Female,No,No,47,Two year,74.45,3510.3,DSL,Yes,0,0.02575960959077606,Low Risk
8967-SZQAS,Female,No,No,14,Month-to-month,50.45,765.45,DSL,No,0,0.3582458136127131,Low Risk
4468-KAZHE,Female,Yes,Yes,20,Month-to-month,60.0,1259.35,DSL,No,0,0.3108273638471009,Low Risk
0455-ENTCR,Male,No,Yes,66,Two year,85.25,5538.35,DSL,Yes,0,0.013624996854339048,Low Risk
8944-AILEF,Male,No,Yes,15,Month-to-month,19.45,340.85,No,No internet service,0,0.13248110505054975,Low Risk
5542-NKVRU,Female,No,No,42,Two year,20.75,844.45,No,No internet service,0,0.025663509696569834,Low Risk
7126-RBHSD,Female,No,Yes,17,Month-to-month,78.9,1348.95,Fiber optic,No,0,0.4562743190877066,Medium Risk
5370-IIVVL,Male,No,No,37,One year,104.5,3778.0,Fiber optic,Yes,0,0.19638466138717603,Low Risk
6789-HJBWG,Female,No,No,12,Month-to-month,49.4,611.65,DSL,No,0,0.3871698759885141,Low Risk
3927-NLNRY,Male,No,Yes,53,One year,94.25,4867.95,Fiber optic,No,1,0.2863733928061339,Low Risk
9087-EYCPR,Female,No,No,60,Two year,25.0,1505.05,No,No internet service,0,0.005937412962080936,Low Risk
6791-YBNAK,Male,No,Yes,18,Month-to-month,25.55,467.85,DSL,No,0,0.2607170334789242,Low Risk
6358-LYNGM,Male,No,No,1,Month-to-month,74.9,74.9,Fiber optic,No,1,0.9195823212564327,High Risk
6077-BDPXA,Female,No,No,3,Month-to-month,70.15,194.2,Fiber optic,No,0,0.8676296972192524,High Risk
0013-MHZWF,Female,No,No,9,Month-to-month,69.4,571.45,DSL,Yes,0,0.34984954914378685,Low Risk
5494-HECPR,Female,No,No,1,Month-to-month,80.25,80.25,Fiber optic,No,1,0.941058883616475,High Risk
8268-YDIXR,Male,No,Yes,56,One year,93.15,5253.95,Fiber optic,No,0,0.13265708330321166,Low Risk
9824-BEMCV,Male,No,Yes,17,Month-to-month,69.0,1149.65,Fiber optic,No,1,0.44787057345792913,Medium Risk
1373-ORVIZ,Female,No,Yes,11,Month-to-month,66.35,740.8,DSL,Yes,1,0.383769271822977,Low Risk
4291-SHSBH,Male,No,No,7,Month-to-month,69.55,521.35,Fiber optic,No,0,0.6783568223934308,Medium Risk
6980-IMXXE,Female,No,Yes,69,Two year,20.2,1412.65,No,No internet service,0,0.002917708363264606,Low Risk
9866-QEVEE,Male,No,No,19,Month-to-month,86.0,1532.45,Fiber optic,No,1,0.8224465071395096,High Risk
9897-KXHCM,Female,No,Yes,3,Month-to-month,80.3,250.05,Fiber optic,No,1,0.7435420117592849,High Risk
0040-HALCW,Male,No,Yes,54,Two year,20.4,1090.6,No,No internet service,0,0.0022483816021477946,Low Risk
0784-GTUUK,Male,No,Yes,62,One year,23.75,1446.8,No,No internet service,0,0.006850232974974509,Low Risk
7979-CORPM,Male,No,No,24,Month-to-month,90.55,2282.55,Fiber optic,No,1,0.49084205691537725,Medium Risk
2294-DMMUS,Female,No,Yes,62,Month-to-month,70.45,4300.45,DSL,No,0,0.16174172378865492,Low Risk
0872-JCPIB,Male,No,No,17,Month-to-month,65.75,1111.2,DSL,No,0,0.4649303698108685,Medium Risk
3055-MJDSB,Male,No,No,9,Month-to-month,24.6,190.1,DSL,No,0,0.5502363005120462,Medium Risk
9091-WTUUY,Male,No,Yes,64,Two year,69.25,4447.75,DSL,Yes,0,0.0030163765525731694,Low Risk
1618-CFHME,Female,No,No,2,Month-to-month,75.9,143.35,Fiber optic,No,1,0.9138116156891757,High Risk
3165-HDOEW,Male,No,Yes,1,Month-to-month,45.85,45.85,DSL,No,1,0.5060815687077288,Medium Risk
6581-NQCBA,Female,No,Yes,16,Month-to-month,49.95,810.2,DSL,Yes,1,0.5482132052828808,Medium Risk
7115-IRDHS,Female,No,Yes,72,Two year,24.65,1830.05,No,No internet service,0,0.005644893887187969,Low Risk
8496-DMZUK,Male,No,No,30,One year,90.4,2820.65,Fiber optic,No,0,0.179581855627174,Low Risk
2040-VZIKE,Female,No,Yes,49,Month-to-month,100.85,4847.35,Fiber optic,No,0,0.49724471843242096,Medium Risk
9068-VPWQQ,Male,No,Yes,61,Two year,75.35,4729.3,DSL,Yes,0,0.007234425616076527,Low Risk
0178-SZBHO,Male,No,Yes,47,Month-to-month,87.2,4017.45,Fiber optic,No,0,0.28026767035788236,Low Risk
0384-RVBPI,Male,No,No,20,Month-to-month,64.4,1398.6,DSL,No,0,0.1442516095521146,Low Risk
1689-MRZQR,Male,No,Yes,34,Month-to-month,78.3,2564.3,Fiber optic,No,1,0.353674365197583,Low Risk
1299-AURJA,Female,No,Yes,70,Two year,24.7,1685.9,No,No internet service,0,0.004035801895339982,Low Risk
4525-VZCZG,Male,No,No,54,One year,105.85,5826.65,Fiber optic,Yes,0,0.08849827982301861,Low Risk
1543-LLLFT,Male,Yes,Yes,61,One year,98.3,6066.55,Fiber optic,Yes,0,0.0744747364063116,Low Risk
5835-BEQEU,Male,No,No,3,Month-to-month,76.95,228.4,Fiber optic,No,1,0.8639962185210591,High Risk
2788-CJQAQ,Male,No,No,13,One year,19.45,270.2,No,No internet service,0,0.06551386558622109,Low Risk
5565-FILXA,Female,Yes,No,16,Month-to-month,96.15,1529.2,Fiber optic,No,1,0.8272691328119295,High Risk
0319-QZTCO,Female,No,Yes,3,Month-to-month,58.7,168.6,DSL,No,0,0.36587900955723235,Low Risk
2120-SMPEX,Male,No,No,25,Month-to-month,20.15,536.35,No,No internet service,0,0.11663962628405809,Low Risk
0096-FCPUF,Male,No,No,30,Month-to-month,64.5,1888.45,DSL,No,0,0.20018164714548506,Low Risk
0668-OGMHD,Female,No,Yes,21,Month-to-month,28.5,629.35,DSL,No,0,0.27243623847648857,Low Risk
5552-ZNFSJ,Male,No,No,1,Month-to-month,45.3,45.3,DSL,No,1,0.7292840651278927,High Risk
2223-KAGMX,Female,No,No,15,Month-to-month,19.4,289.3,No,No internet service,1,0.3608706110540941,Low Risk
6507-ZJSUR,Male,Yes,Yes,23,Month-to-month,90.45,2117.25,Fiber optic,No,0,0.6225649699684381,Medium Risk
9408-HRXRK,Female,No,Yes,45,Month-to-month,105.15,4730.9,Fiber optic,No,0,0.40136675113693876,Medium Risk
5593-SUAOO,Female,No,Yes,24,One year,83.15,2033.05,Fiber optic,No,0,0.19181858092760654,Low Risk
7321-PKUYW,Female,No,No,11,Month-to-month,90.15,987.95,Fiber optic,Yes,1,0.6917028353330896,Medium Risk
2833-SLKDQ,Male,No,No,1,Month-to-month,45.05,45.05,DSL,No,1,0.6257317208324757,Medium Risk
6766-HFKLA,Female,No,Yes,56,Two year,103.2,5744.35,Fiber optic,Yes,0,0.18084781465438304,Low Risk
7595-EUIVN,Female,No,No,1,Month-to-month,75.8,75.8,Fiber optic,No,1,0.8873440596173939,High Risk
7617-EYGLW,Male,No,No,1,Month-to-month,19.45,19.45,No,No internet service,0,0.4776768506772383,Medium Risk
2026-TGDHM,Female,No,No,7,Month-to-month,79.3,523.15,Fiber optic,No,1,0.7959125553067793,High Risk
9220-ZNKJI,Female,Yes,Yes,55,Two year,88.8,4805.3,Fiber optic,Yes,0,0.0403390941382895,Low Risk
4030-VPZBD,Female,No,No,2,Month-to-month,30.9,59.05,DSL,Yes,1,0.739635772248181,High Risk
2226-ICFDO,Female,No,Yes,72,Two year,85.9,6110.75,DSL,Yes,0,0.01027133982715145,Low Risk
0723-VSOBE,Female,Yes,No,45,One year,34.2,1596.6,DSL,No,0,0.12233328767702308,Low Risk
5529-GIBVH,Female,No,No,47,Two year,20.15,1046.2,No,No internet service,0,0.007445855438713915,Low Risk
4187-CINZD,Female,Yes,No,46,One year,95.25,4424.2,Fiber optic,No,1,0.2230295712591911,Low Risk
9992-UJOEL,Male,No,No,2,Month-to-month,50.3,92.75,DSL,No,0,0.5046702254641318,Medium Risk
4741-WWJQZ,Female,No,Yes,2,Month-to-month,80.15,194.55,Fiber optic,Yes,0,0.48981178567972594,Medium Risk
6625-UTXEW,Female,No,Yes,12,Month-to-month,51.25,612.1,DSL,No,0,0.40112429486291395,Medium Risk
6818-WOBHJ,Female,Yes,Yes,68,Month-to-month,89.6,6127.6,Fiber optic,No,1,0.5268479987031441,Medium Risk
6244-BESBM,Male,No,Yes,69,Two year,95.2,6671.7,Fiber optic,Yes,0,0.03922866984048119,Low Risk
1004-NOZNR,Male,Yes,No,56,One year,94.8,5264.3,Fiber optic,No,0,0.08575698524556555,Low Risk
1251-STYSZ,Female,Yes,No,4,Month-to-month,80.25,303.7,Fiber optic,No,0,0.7450872065518807,High Risk
2612-PHGOX,Male,No,Yes,64,Two year,76.1,4818.8,DSL,Yes,0,0.025495210982523164,Low Risk
2408-TZMJL,Male,No,Yes,59,One year,110.15,6448.05,Fiber optic,No,1,0.2099281683677971,Low Risk
8480-PPONV,Male,No,Yes,62,Two year,115.55,7159.05,Fiber optic,Yes,0,0.06454667031389251,Low Risk
8780-IHCRN,Male,No,Yes,63,Two year,24.65,1574.5,No,No internet service,0,0.0019529976451922565,Low Risk
4598-ZADCK,Female,No,No,53,One year,53.6,2879.2,DSL,Yes,0,0.030541966211897136,Low Risk
1257-SXUXQ,Male,No,Yes,5,Month-to-month,19.45,86.05,No,No internet service,0,0.16593076670362852,Low Risk
9681-KYGYB,Male,Yes,Yes,49,Month-to-month,88.2,4159.45,Fiber optic,No,0,0.19493201942389934,Low Risk
7182-OVLBJ,Female,No,Yes,62,Two year,101.15,6638.35,Fiber optic,No,0,0.15681462469197932,Low Risk
5095-ETBRJ,Female,No,Yes,55,Two year,56.8,3112.05,DSL,Yes,0,0.002459180119338085,Low Risk
7005-CYUIL,Female,Yes,Yes,71,Two year,99.4,7168.25,Fiber optic,Yes,0,0.02920269340555383,Low Risk
4821-WQOYN,Female,No,Yes,72,Two year,20.1,1326.25,No,No internet service,0,0.0011979791758011241,Low Risk
4730-AWNAU,Male,No,Yes,36,One year,60.7,2234.55,DSL,Yes,0,0.03169771722155741,Low Risk
3452-FLHYD,Male,No,Yes,25,One year,20.95,495.15,No,No internet service,0,0.084669758672727,Low Risk
2388-LAESQ,Female,Yes,Yes,72,Two year,114.85,8317.95,Fiber optic,Yes,0,0.11172256059306651,Low Risk
